texto;aspecto;sentiment;review
Estuve con una amiga este viernes pasado, se lo había recomendado porque ya había estado allí y me pareció un lugar diferente, un sitio para cenar, pasar un rato divertido, tomar alguna copa y cenar algo, bueno, decepción total, el ambiente del restaurante, antes más innovador, ahora se ha convertido en  un restaurante más.;ambiente;0;decepción total, el ambiente del restaurante, antes innovador, restaurante
"Cenamos a la carta, el stick tartar delicioso, la carne; para el precio dura, la atención muy buena, el postre, una degustación muy bueno, en definitiva me pareció muy muy caro para lo que cenamos, salimos a 60 € por cabeza.";stick;1;"la carta, el stick tartar delicioso, carne;"
"Cenamos a la carta, el stick tartar delicioso, la carne; para el precio dura, la atención muy buena, el postre, una degustación muy bueno, en definitiva me pareció muy muy caro para lo que cenamos, salimos a 60 € por cabeza.";carne;0;"la el stick tartar delicioso, carne; para precio"
"Cenamos a la carta, el stick tartar delicioso, la carne; para el precio dura, la atención muy buena, el postre, una degustación muy bueno, en definitiva me pareció muy muy caro para lo que cenamos, salimos a 60 € por cabeza.";atención;1;la el para precio dura, atención muy buena, postre, degustación
"Cenamos a la carta, el stick tartar delicioso, la carne; para el precio dura, la atención muy buena, el postre, una degustación muy bueno, en definitiva me pareció muy muy caro para lo que cenamos, salimos a 60 € por cabeza.";postre;1;el para precio dura, atención muy buena, postre, una degustación
"Cenamos a la carta, el stick tartar delicioso, la carne; para el precio dura, la atención muy buena, el postre, una degustación muy bueno, en definitiva me pareció muy muy caro para lo que cenamos, salimos a 60 € por cabeza.";vacio;0;"Cenamos a la carta, el stick tartar delicioso, la carne; para el precio dura, la atención muy buena, el postre, una degustación muy bueno, en definitiva me pareció muy muy caro para lo que cenamos, salimos a 60 € por cabeza."
"Cenamos a la carta, el stick tartar delicioso, la carne; para el precio dura, la atención muy buena, el postre, una degustación muy bueno, en definitiva me pareció muy muy caro para lo que cenamos, salimos a 60 € por cabeza.";carne;0;"la el stick tartar delicioso, carne; para precio"
Todo un exceso la verdad.;vacio;0;Todo un exceso la verdad.
No pienso volver ;vacio;0;No pienso volver 
Muy buen restaurante.;restaurante;1;Muy buen restaurante.
Sirven platos deliciosos, ya sean nuevos o tradicionales.;platos;1;Sirven platos deliciosos, ya sean nuevos
El maître nos recomendó dos vinos, un tinto y un blanco, que resultaron un acierto.;vinos;1;maître nos recomendó dos vinos, un tinto y blanco, resultaron
El ambiente es agradable y el servicio, rápido y atento.;ambiente;1;El ambiente es agradable y servicio,
El ambiente es agradable y el servicio, rápido y atento.;servicio;1;ambiente es agradable y el servicio, rápido atento.
Al servir los platos, el encargado del local da sucintas y pertinentes explicaciones que se agradecen.;encargado;1;servir los platos, el encargado del local da sucintas
Un precio razonable, en mi opinión.;vacio;1;Un precio razonable, en mi opinión.
Muy recomendable.;vacio;1;Muy recomendable.
Volveremos. ;vacio;1;Volveremos. 
"<->no es un restaurante ni un cafe de cocina mediterranea, es un ""lugar"" donde tienen una mini carta de tapas ,servidas en unas bandejas en las que dificilmente puedes usar como plato , con una calidad media de las mismas, y que para subsistir ofrecen un menu de nueve euros, A BUEN ENTENDEDOR POCAS PALABRAS BASTAN.";carta;0;de tienen una mini carta tapas unas
"<->no es un restaurante ni un cafe de cocina mediterranea, es un ""lugar"" donde tienen una mini carta de tapas ,servidas en unas bandejas en las que dificilmente puedes usar como plato , con una calidad media de las mismas, y que para subsistir ofrecen un menu de nueve euros, A BUEN ENTENDEDOR POCAS PALABRAS BASTAN.";tapas;0;de una mini carta tapas en unas
el servicio muy correcto, la comida muy buena exceoti el tiramisú, que para mi gusto, era amargo.;servicio;1;el servicio muy correcto, la comida
el servicio muy correcto, la comida muy buena exceoti el tiramisú, que para mi gusto, era amargo.;comida;1;el servicio muy correcto, la comida buena exceoti tiramisú,
el servicio muy correcto, la comida muy buena exceoti el tiramisú, que para mi gusto, era amargo.;tiramisú;0;el la comida buena exceoti tiramisú, que para mi amargo.
La amabilidad con que se nos trató fue exquisita.;vacio;1;La amabilidad con que se nos trató fue exquisita.
La elaboración de los platos para el menú que efrecian de 20€, excepcional.;platos;1;La elaboración de los platos para el menú efrecian
se esmeran en hacerlo bien;vacio;1;se esmeran en hacerlo bien
<->El menu reservado pot Internet, no estaba, eñ aire no funcionabs, mucho calor, el trato del encargado no correcto y la comida , no buena, ni en cantidad.;menu;0;menu reservado pot Internet, ,
<->El menu reservado pot Internet, no estaba, eñ aire no funcionabs, mucho calor, el trato del encargado no correcto y la comida , no buena, ni en cantidad.;vacio;0;<->El menu reservado pot Internet, no estaba, eñ aire no funcionabs, mucho calor, el trato del encargado no correcto y la comida , no buena, ni en cantidad.
<->El menu reservado pot Internet, no estaba, eñ aire no funcionabs, mucho calor, el trato del encargado no correcto y la comida , no buena, ni en cantidad.;encargado;0;no el trato del encargado correcto y comida
<->El menu reservado pot Internet, no estaba, eñ aire no funcionabs, mucho calor, el trato del encargado no correcto y la comida , no buena, ni en cantidad.;comida;0;no el trato encargado correcto y la comida buena, ni cantidad.
<->El menu reservado pot Internet, no estaba, eñ aire no funcionabs, mucho calor, el trato del encargado no correcto y la comida , no buena, ni en cantidad.;comida;0;no el trato encargado correcto y la comida buena, ni cantidad.
El restaurante, fenomenal, tanto la comida con el servicio.;comida;1;El restaurante, fenomenal, tanto la comida con el servicio.
El restaurante, fenomenal, tanto la comida con el servicio.;servicio;1;tanto la comida con el servicio.
Si no se aplica descuento es un poco caro.;vacio;0;Si no se aplica descuento es un poco caro.
Y aunque la comida merece mucho la pena (asi como el servicio), el entorno, local y terraza, podría ser mejor.;comida;1;Y aunque la comida merece mucho pena
Y aunque la comida merece mucho la pena (asi como el servicio), el entorno, local y terraza, podría ser mejor.;servicio;1;como el entorno, local
Calidad y precio muy razonables, al tener el 30% en el menú (sólo comidas).;vacio;1;Calidad y precio muy razonables, al tener el 30% en el menú (sólo comidas).
Calidad y precio muy razonables, al tener el 30% en el menú (sólo comidas).;vacio;1;Calidad y precio muy razonables, al tener el 30% en el menú (sólo comidas).
Los camareros muy atentos y la comida buena y suficiente.;camareros;1;Los camareros muy atentos y comida
Los camareros muy atentos y la comida buena y suficiente.;comida;1;Los camareros atentos y la comida buena suficiente.
Los camareros muy atentos y la comida buena y suficiente.;comida;1;Los camareros atentos y la comida buena suficiente.
Tampoco pedimos nada especial, una arroz, que estaba en su punto y se notaba que el pescado era de calidad.;arroz;1;Tampoco pedimos nada especial, una arroz, que estaba en
Tampoco pedimos nada especial, una arroz, que estaba en su punto y se notaba que el pescado era de calidad.;pescado;1;que notaba el pescado era de calidad.
La sangria de cava muy buena.;sangria;1;La sangria de cava muy buena.
Se recomienda en sitio.;vacio;1;Se recomienda en sitio.
Buena calidad y correcta cantidad.;vacio;1;Buena calidad y correcta cantidad.
Buena calidad y correcta cantidad.;vacio;1;Buena calidad y correcta cantidad.
El ambiente es agradable y el servicio rápido y amable.;ambiente;1;El ambiente es agradable y servicio
El ambiente es agradable y el servicio rápido y amable.;servicio;1;ambiente es agradable y el servicio rápido amable.
Agradable.;vacio;1;Agradable.
Muy buena atención.;atención;1;Muy buena atención.
Gonzalo, el chef, se encarga de generar un ambiente muy amigable.;ambiente;1;de generar un ambiente muy amigable.
La relación calidad, muy buena.;vacio;1;La relación calidad, muy buena.
La relación calidad, muy buena.;vacio;1;La relación calidad, muy buena.
Comida buena.;Comida;1;Comida buena.
Paella mixta exquisita.;Paella;1;Paella mixta exquisita.
A mejorar baños.;baños;0;A mejorar baños.
Local pequeño;Local;0;Local pequeño
No me gustó el olor del local.;local;0;el olor del local.
que sorpresa mas agradecida conocer el Cafe de la casa de les lletres.;Cafe;1;agradecida conocer el Cafe de la casa lletres.
El ambiente es unico, el servicio muy atento y la comida un 10.;ambiente;1;El ambiente es unico, el servicio comida 10.
El ambiente es unico, el servicio muy atento y la comida un 10.;servicio;1;ambiente es unico, el servicio muy atento y comida 10.
El ambiente es unico, el servicio muy atento y la comida un 10.;comida;1;ambiente es unico, servicio atento y la comida un 10.
Nos ofrecieron huevos frescos de sus gallinas y eran exquisitos.;huevos;1;Nos ofrecieron huevos frescos de sus gallinas exquisitos.
seguramente volveremos para comer en la terrazza, o para desayunar el finde.;vacio;1;seguramente volveremos para comer en la terrazza, o para desayunar el finde.
lo aconsejo;vacio;1;lo aconsejo
En el apartado de ambiente todo muy correcto, decoración, música, ambiente, etc.;ambiente;1;En el apartado de ambiente todo muy correcto, decoración, música, ambiente,
Excepto el ambientador utilizado en el local;ambientador;0;Excepto el ambientador utilizado en
Demasiado fuerte casi ofensivo;vacio;0;Demasiado fuerte casi ofensivo
Desvirtúa la buena comida servida con esmero... a mejorar este punto.;comida;1;Desvirtúa la buena comida servida con mejorar
Desvirtúa la buena comida servida con esmero... a mejorar este punto.;vacio;1;Desvirtúa la buena comida servida con esmero... a mejorar este punto.
fui con unos clientes erabamos 8 y nos encanto.;vacio;1;fui con unos clientes erabamos 8 y nos encanto.
La comida estaba exquisita especialmente los huevos rotos que por cierto me explicaban que son de su granja/masia.;comida;1;La comida estaba exquisita especialmente huevos
La comida estaba exquisita especialmente los huevos rotos que por cierto me explicaban que son de su granja/masia.;huevos;1;comida estaba exquisita especialmente los huevos rotos que por explicaban
el servicio impecable.;servicio;1;el servicio impecable.
Lo recomiendo!!!;vacio;1;Lo recomiendo!!!
Un sitio tranquilo con pocas mesas.;sitio;1;Un sitio tranquilo con pocas mesas.
La comida no es de gran calidad pero es acorde con el precio.;comida;1;La comida no es de gran calidad acorde
Especialmente interesante con el descuento del 30%.;vacio;1;Especialmente interesante con el descuento del 30%.
Ambiente muy tranquilo, muy limpio, los platos les faltaba un poco mas de comida, para los precios elevados que tiene, pero en definitiva todo muy correcto, curiosa decoracion;Ambiente;1;Ambiente muy tranquilo, limpio, platos les faltaba mas de precios en
Ambiente muy tranquilo, muy limpio, los platos les faltaba un poco mas de comida, para los precios elevados que tiene, pero en definitiva todo muy correcto, curiosa decoracion;comida;0;los un poco mas de comida, para precios
Ambiente muy tranquilo, muy limpio, los platos les faltaba un poco mas de comida, para los precios elevados que tiene, pero en definitiva todo muy correcto, curiosa decoracion;vacio;0;Ambiente muy tranquilo, muy limpio, los platos les faltaba un poco mas de comida, para los precios elevados que tiene, pero en definitiva todo muy correcto, curiosa decoracion
